code,symbol,name,fiat
USD,US Dollar,true
CNY,Chinese yen,true
EUR,Euro,true
BTC,Bitcoin,false
NBT,NuBit,false
PPC,Peercoin,false
LTC,Litecoin,false
NSR,NuShare,false
BLK,Blackcoin,false
DOGE,Dogecoin,false
DRK,Darkcoin,false
